doc_id,doc_title,collection_dir,collection_code,collection_name,collection_label,work_code,work_title_hint,scene_id,scene_index,scene,conflict_stage,scene_function,tension_level,tension_norm,dialogue_density,lyric_density,speech_density,narrative_turning_point,is_climax,derived_by
pdf_01000000__01003009___821dbef739,打龙袍,01000000,1000000,《戏考》,《戏考》（1000000）,01003009,打龙袍,pdf_01000000__01003009___821dbef739__scene__002,2,【第二场】,发展,推进,4,1.0,0.3696,0.0217,0.3913,包拯从灯官被拿切入，将话题转向朝中不忠不孝之人，冲突升级,1,scene_metrics
pdf_01000000__01003009___821dbef739,打龙袍,01000000,1000000,《戏考》,《戏考》（1000000）,01003009,打龙袍,pdf_01000000__01003009___821dbef739__scene__003,3,【第三场】,高潮,反转,4,1.0,4.625,1.25,5.875,陈琳的证词使宋仁宗从问罪包拯转为相信国太存在，并决定迎接国太,1,scene_metrics
pdf_01000000__01003009___821dbef739,打龙袍,01000000,1000000,《戏考》,《戏考》（1000000）,01003009,打龙袍,pdf_01000000__01003009___821dbef739__scene__004,4,【第四场】,收束,收束,2,0.5,0.3,0.3,0.6,李后正式进入皇城，身份得到确认，冤情昭雪进入收尾阶段。,0,scene_metrics
pdf_01000000__01003009___821dbef739,打龙袍,01000000,1000000,《戏考》,《戏考》（1000000）,01003009,打龙袍,pdf_01000000__01003009___821dbef739__scene__005,5,【第五场】,过渡,过渡,1,0.25,0.0,0.0,0.0,无,0,scene_metrics
pdf_01000000__01003009___821dbef739,打龙袍,01000000,1000000,《戏考》,《戏考》（1000000）,01003009,打龙袍,pdf_01000000__01003009___821dbef739__scene__006,6,【第六场】,高潮,高潮,4,1.0,2.3333,1.6667,4.0,李后从责骂宋仁宗转向封赏包拯，确立包拯权威，冲突从君臣对抗转为权力重新分配。,1,scene_metrics
pdf_01000000__01003010___2fda4a58c1,战蒲关,01000000,1000000,《戏考》,《戏考》（1000000）,01003010,战蒲关,pdf_01000000__01003010___2fda4a58c1__scene__000,0,序幕/前置内容,铺垫,引子,2,0.4,0.0,0.0,0.0,,0,scene_metrics
pdf_01000000__01003010___2fda4a58c1,战蒲关,01000000,1000000,《戏考》,《戏考》（1000000）,01003010,战蒲关,pdf_01000000__01003010___2fda4a58c1__scene__001,1,【第一场】,发展,推进,4,0.8,0.4138,0.0,0.4138,刘忠的汇报揭示了城中绝粮的极端困境，冲突升级,1,scene_metrics
pdf_01000000__01003010___2fda4a58c1,战蒲关,01000000,1000000,《戏考》,《戏考》（1000000）,01003010,战蒲关,pdf_01000000__01003010___2fda4a58c1__scene__002,2,【第二场】,冲突,推进,4,0.8,2.0,0.0,2.0,刘忠从坚决拒绝到被迫接受命令，王霸从命令他人到欲自尽，冲突升级并出现转折。,1,scene_metrics
pdf_01000000__01003010___2fda4a58c1,战蒲关,01000000,1000000,《戏考》,《戏考》（1000000）,01003010,战蒲关,pdf_01000000__01003010___2fda4a58c1__scene__003,3,【第四场】,高潮,高潮,5,1.0,0.3916,0.0,0.3916,徐艳贞识破借粮暗语，决定赴死，但被刘忠劝阻，王霸出现下令处理尸体。,1,scene_metrics
pdf_01000000__01003011___a844c57d4e,斩黄袍,01000000,1000000,《戏考》,《戏考》（1000000）,01003011,斩黄袍,pdf_01000000__01003011___a844c57d4e__scene__000,0,序幕/前置内容,铺垫,引子,0,0.0,0.0,0.0,0.0,,0,scene_metrics
pdf_01000000__01003011___a844c57d4e,斩黄袍,01000000,1000000,《戏考》,《戏考》（1000000）,01003011,斩黄袍,pdf_01000000__01003011___a844c57d4e__scene__001,1,【第一场】,转折,推进,3,0.6,0.8261,0.0435,0.8696,赵匡胤从不知情到被迫接受皇位，权力交接的关键转折。,0,scene_metrics
pdf_01000000__01003011___a844c57d4e,斩黄袍,01000000,1000000,《戏考》,《戏考》（1000000）,01003011,斩黄袍,pdf_01000000__01003011___a844c57d4e__scene__002,2,【第二场】,铺垫,引子,1,0.2,0.0,0.0,0.0,无显著转折，仅为神秘预示。,0,scene_metrics
pdf_01000000__01003011___a844c57d4e,斩黄袍,01000000,1000000,《戏考》,《戏考》（1000000）,01003011,斩黄袍,pdf_01000000__01003011___a844c57d4e__scene__003,3,【第三场】,铺垫,铺垫,1,0.2,0.0,0.0,0.0,无显著转折,0,scene_metrics
pdf_01000000__01003011___a844c57d4e,斩黄袍,01000000,1000000,《戏考》,《戏考》（1000000）,01003011,斩黄袍,pdf_01000000__01003011___a844c57d4e__scene__004,4,【第四场】,发展,推进,2,0.4,5.75,1.5,7.25,韩龙兄妹决定进妃，为后续冲突埋下伏笔,0,scene_metrics
pdf_01000000__01003011___a844c57d4e,斩黄袍,01000000,1000000,《戏考》,《戏考》（1000000）,01003011,斩黄袍,pdf_01000000__01003011___a844c57d4e__scene__005,5,【第六场】,铺垫,引子,1,0.2,0.1667,0.0,0.1667,无转折，为后续冲突做铺垫,0,scene_metrics
pdf_01000000__01003011___a844c57d4e,斩黄袍,01000000,1000000,《戏考》,《戏考》（1000000）,01003011,斩黄袍,pdf_01000000__01003011___a844c57d4e__scene__006,6,【第七场】,铺垫,引子,1,0.2,0.1071,0.0,0.1071,无显著转折，仅为日常仪式性场景,0,scene_metrics
pdf_01000000__01003011___a844c57d4e,斩黄袍,01000000,1000000,《戏考》,《戏考》（1000000）,01003011,斩黄袍,pdf_01000000__01003011___a844c57d4e__scene__007,7,【第八场】,高潮,高潮,5,1.0,5.8333,0.6667,6.5,冲突升级：郑恩被绑赴斩，高怀德决定武装阻刑,1,scene_metrics
pdf_01000000__01003011___a844c57d4e,斩黄袍,01000000,1000000,《戏考》,《戏考》（1000000）,01003011,斩黄袍,pdf_01000000__01003011___a844c57d4e__scene__008,8,【第十场】,铺垫,引子,1,0.2,0.125,0.0,0.125,无显著转折，仅为情绪铺垫,0,scene_metrics
pdf_01000000__01003011___a844c57d4e,斩黄袍,01000000,1000000,《戏考》,《戏考》（1000000）,01003011,斩黄袍,pdf_01000000__01003011___a844c57d4e__scene__009,9,【第十一场】,高潮,高潮,5,1.0,3.0,1.25,4.25,郑英被救走，郑恩被斩，忠臣遇害，冲突达到顶点。,1,scene_metrics
pdf_01000000__01003011___a844c57d4e,斩黄袍,01000000,1000000,《戏考》,《戏考》（1000000）,01003011,斩黄袍,pdf_01000000__01003011___a844c57d4e__scene__010,10,【第十二场】,冲突,推进,4,0.8,0.25,0.0,0.25,陶三春从悲痛转为决断，冲突升级为武装反抗。,1,scene_metrics
pdf_01000000__01003011___a844c57d4e,斩黄袍,01000000,1000000,《戏考》,《戏考》（1000000）,01003011,斩黄袍,pdf_01000000__01003011___a844c57d4e__scene__011,11,【第十三场】,发展,推进,4,0.8,0.0,0.0714,0.0714,陶三春得知儿子被救，复仇决心更加坚定，冲突升级。,1,scene_metrics
pdf_01000000__01003011___a844c57d4e,斩黄袍,01000000,1000000,《戏考》,《戏考》（1000000）,01003011,斩黄袍,pdf_01000000__01003011___a844c57d4e__scene__012,12,【第十四场】,高潮,对峙,5,1.0,3.1111,2.4444,5.5556,赵匡胤从强硬到妥协，答应陶三春条件，冲突暂时缓解。,1,scene_metrics
pdf_01000000__01003012___c2beeb2822,彩楼配,01000000,1000000,《戏考》,《戏考》（1000000）,01003012,彩楼配,pdf_01000000__01003012___c2beeb2822__scene__000,0,序幕/前置内容,铺垫,引子,0,0.0,0.0,0.0,0.0,,0,scene_metrics
pdf_01000000__01003012___c2beeb2822,彩楼配,01000000,1000000,《戏考》,《戏考》（1000000）,01003012,彩楼配,pdf_01000000__01003012___c2beeb2822__scene__001,1,【第一场】,铺垫,铺垫,2,0.6667,6.25,1.75,8.0,王宝钏从怜悯到主动透露婚姻信息，为后续情节埋下伏笔。,1,scene_metrics
pdf_01000000__01003012___c2beeb2822,彩楼配,01000000,1000000,《戏考》,《戏考》（1000000）,01003012,彩楼配,pdf_01000000__01003012___c2beeb2822__scene__002,2,【第二场】,铺垫,铺垫,2,0.6667,9.0,1.5,10.5,薛平贵被门官驱赶，月老登场，预示后续姻缘安排,1,scene_metrics
pdf_01000000__01003012___c2beeb2822,彩楼配,01000000,1000000,《戏考》,《戏考》（1000000）,01003012,彩楼配,pdf_01000000__01003012___c2beeb2822__scene__003,3,【第三场】,发展,推进,3,1.0,0.2,0.7,0.9,王宝钏从犹豫到决断抛球，月老介入促成关键转折。,1,scene_metrics
pdf_01000000__01003012___c2beeb2822,彩楼配,01000000,1000000,《戏考》,《戏考》（1000000）,01003012,彩楼配,pdf_01000000__01003012___c2beeb2822__scene__004,4,【第四场】,铺垫,引子,1,0.3333,0.7059,0.0,0.7059,薛平贵持有众人寻找之物，但拒绝出售，暗示其身份或处境特殊。,0,scene_metrics
pdf_01000000__01003013___b0b83bb111,滑油山,01000000,1000000,《戏考》,《戏考》（1000000）,01003013,滑油山,pdf_01000000__01003013___b0b83bb111__scene__000,0,序幕/前置内容,铺垫,引子,0,0.0,0.0,0.0,0.0,,0,scene_metrics
pdf_01000000__01003014___643f99bd25,富春楼,01000000,1000000,《戏考》,《戏考》（1000000）,01003014,富春楼,pdf_01000000__01003014___643f99bd25__scene__000,0,序幕/前置内容,铺垫,引子,0,0.0,0.0,0.0,0.0,,0,scene_metrics
pdf_01000000__01003015___7938d34c45,阴阳河,01000000,1000000,《戏考》,《戏考》（1000000）,01003015,阴阳河,pdf_01000000__01003015___7938d34c45__scene__000,0,序幕/前置内容,铺垫,引子,0,0.0,0.0,0.0,0.0,,0,scene_metrics
pdf_01000000__01003015___7938d34c45,阴阳河,01000000,1000000,《戏考》,《戏考》（1000000）,01003015,阴阳河,pdf_01000000__01003015___7938d34c45__scene__001,1,【第一场】,铺垫,铺垫,3,1.0,5.3333,0.8333,6.1667,张茂深在阴阳界偶遇亡妻李桂莲，发现其鬼魂身份，为后续人鬼重逢埋下伏笔。,1,scene_metrics
pdf_01000000__01003015___7938d34c45,阴阳河,01000000,1000000,《戏考》,《戏考》（1000000）,01003015,阴阳河,pdf_01000000__01003015___7938d34c45__scene__002,2,【第三场】,发展,推进,3,1.0,0.9038,0.0577,0.9615,倪木决定带张茂深回阳间，并嘱托保全李桂莲尸身，为后续还阳埋下伏笔,1,scene_metrics
pdf_01000000__01003016___702c945adb,打花鼓,01000000,1000000,《戏考》,《戏考》（1000000）,01003016,打花鼓,pdf_01000000__01003016___702c945adb__scene__000,0,序幕/前置内容,铺垫,引子,0,0.0,0.0,0.0,0.0,,0,scene_metrics
pdf_01000000__01003017___51aaa5bf95,独木关,01000000,1000000,《戏考》,《戏考》（1000000）,01003017,独木关,pdf_01000000__01003017___51aaa5bf95__scene__000,0,序幕/前置内容,铺垫,引子,0,0.0,0.0,0.0,0.0,,0,scene_metrics
pdf_01000000__01003017___51aaa5bf95,独木关,01000000,1000000,《戏考》,《戏考》（1000000）,01003017,独木关,pdf_01000000__01003017___51aaa5bf95__scene__001,1,【第一场】,发展,推进,3,0.75,0.3333,0.0,0.3333,张士贵以探病为名，试图缓和与伙头军的矛盾，但双方关系仍紧张。,1,scene_metrics
pdf_01000000__01003017___51aaa5bf95,独木关,01000000,1000000,《戏考》,《戏考》（1000000）,01003017,独木关,pdf_01000000__01003017___51aaa5bf95__scene__002,2,【第二场】,铺垫,引子,1,0.25,0.0,0.0,0.0,无转折，仅为战斗序幕,0,scene_metrics
pdf_01000000__01003017___51aaa5bf95,独木关,01000000,1000000,《戏考》,《戏考》（1000000）,01003017,独木关,pdf_01000000__01003017___51aaa5bf95__scene__003,3,【第三场】,发展,推进,3,0.75,1.375,0.0,1.375,薛礼从病弱状态转为主动请战，冲突升级,1,scene_metrics
pdf_01000000__01003017___51aaa5bf95,独木关,01000000,1000000,《戏考》,《戏考》（1000000）,01003017,独木关,pdf_01000000__01003017___51aaa5bf95__scene__004,4,【第四场】,冲突,推进,4,1.0,1.2,0.2,1.4,何宗宪假充薛礼被识破，冲突升级，安殿宝决定等待薛礼一并处决。,1,scene_metrics
pdf_01000000__01003017___51aaa5bf95,独木关,01000000,1000000,《戏考》,《戏考》（1000000）,01003017,独木关,pdf_01000000__01003017___51aaa5bf95__scene__005,5,【第五场】,冲突,推进,4,1.0,0.0,0.0,0.0,无转折，直接进入战斗冲突,1,scene_metrics
pdf_01000000__01003017___51aaa5bf95,独木关,01000000,1000000,《戏考》,《戏考》（1000000）,01003017,独木关,pdf_01000000__01003017___51aaa5bf95__scene__006,6,【第六场】,发展,推进,4,1.0,0.2308,0.0,0.2308,薛礼在病重中做出决断，不顾劝阻执意出战，冲突升级。,1,scene_metrics
pdf_01000000__01003017___51aaa5bf95,独木关,01000000,1000000,《戏考》,《戏考》（1000000）,01003017,独木关,pdf_01000000__01003017___51aaa5bf95__scene__007,7,【第七场】,冲突,推进,4,1.0,0.125,0.0,0.125,薛礼登场与安殿宝直接对抗，冲突从单方面压制转为势均力敌。,1,scene_metrics
pdf_01000000__01003017___51aaa5bf95,独木关,01000000,1000000,《戏考》,《戏考》（1000000）,01003017,独木关,pdf_01000000__01003017___51aaa5bf95__scene__008,8,【第八场】,高潮,收束,3,0.75,0.3214,0.0,0.3214,战斗结束，薛礼从昏迷中醒来确认胜利，冲突收束。,1,scene_metrics
pdf_01000000__01003017___51aaa5bf95,独木关,01000000,1000000,《戏考》,《戏考》（1000000）,01003017,独木关,pdf_01000000__01003017___51aaa5bf95__scene__009,9,【第九场】,冲突,推进,3,0.75,0.2222,0.0,0.2222,张士贵公然决定冒功，加剧了与薛礼的潜在冲突。,1,scene_metrics
pdf_01000000__01003018___b62f621a21,丑表功,01000000,1000000,《戏考》,《戏考》（1000000）,01003018,丑表功,pdf_01000000__01003018___b62f621a21__scene__000,0,序幕/前置内容,铺垫,引子,0,0.0,0.0,0.0,0.0,,0,scene_metrics
pdf_01000000__01004001___ad83d28842,逍遥津,01000000,1000000,《戏考》,《戏考》（1000000）,01004001,逍遥津,pdf_01000000__01004001___ad83d28842__scene__000,0,序幕/前置内容,铺垫,引子,0,0.0,0.0,0.0,0.0,,0,scene_metrics
pdf_01000000__01004001___ad83d28842,逍遥津,01000000,1000000,《戏考》,《戏考》（1000000）,01004001,逍遥津,pdf_01000000__01004001___ad83d28842__scene__001,1,【第一场】,铺垫,引子,3,0.6,0.1,0.0,0.1,张辽明确表达反汉拥曹的意图，为后续冲突埋下伏笔。,0,scene_metrics
pdf_01000000__01004001___ad83d28842,逍遥津,01000000,1000000,《戏考》,《戏考》（1000000）,01004001,逍遥津,pdf_01000000__01004001___ad83d28842__scene__002,2,【第二场】,冲突,推进,4,0.8,8.6667,0.0,8.6667,荀攸反对并气死，曹操假意斥责但实际默许，转折点在于曹操的虚伪表态与后续安排。,1,scene_metrics
pdf_01000000__01004001___ad83d28842,逍遥津,01000000,1000000,《戏考》,《戏考》（1000000）,01004001,逍遥津,pdf_01000000__01004001___ad83d28842__scene__003,3,【第三场】,铺垫,铺垫,2,0.4,1.6667,0.0,1.6667,无重大转折，但为后续冲突埋下伏笔,0,scene_metrics
pdf_01000000__01004001___ad83d28842,逍遥津,01000000,1000000,《戏考》,《戏考》（1000000）,01004001,逍遥津,pdf_01000000__01004001___ad83d28842__scene__004,4,【第四场】,发展,推进,4,0.8,0.9444,0.0556,1.0,汉献帝决定写血诏并派穆顺出宫搬兵，冲突从宫内对峙转向外部求援。,1,scene_metrics
pdf_01000000__01004001___ad83d28842,逍遥津,01000000,1000000,《戏考》,《戏考》（1000000）,01004001,逍遥津,pdf_01000000__01004001___ad83d28842__scene__005,5,【第五场】,铺垫,过渡,1,0.2,0.1429,0.0,0.1429,无显著转折，仅为场景转换。,0,scene_metrics
pdf_01000000__01004001___ad83d28842,逍遥津,01000000,1000000,《戏考》,《戏考》（1000000）,01004001,逍遥津,pdf_01000000__01004001___ad83d28842__scene__006,6,【第六场】,发展,推进,3,0.6,0.2727,0.0,0.2727,夏侯渊发现穆顺异常行踪，引发对伏相府的怀疑，推动后续冲突。,0,scene_metrics
pdf_01000000__01004001___ad83d28842,逍遥津,01000000,1000000,《戏考》,《戏考》（1000000）,01004001,逍遥津,pdf_01000000__01004001___ad83d28842__scene__007,7,【第七场】,高潮,高潮,5,1.0,2.3,0.0,2.3,穆顺被搜出密诏，冲突从暗讽升级为公开对抗，曹操决定采取极端行动。,1,scene_metrics
pdf_01000000__01004001___ad83d28842,逍遥津,01000000,1000000,《戏考》,《戏考》（1000000）,01004001,逍遥津,pdf_01000000__01004001___ad83d28842__scene__008,8,【第八场】,高潮,高潮,5,1.0,0.4118,0.0,0.4118,冲突升级：华歆直接武力抓捕伏后，汉献帝彻底失去保护能力,1,scene_metrics
pdf_01000000__01004001___ad83d28842,逍遥津,01000000,1000000,《戏考》,《戏考》（1000000）,01004001,逍遥津,pdf_01000000__01004001___ad83d28842__scene__009,9,【第九场】,高潮,高潮,5,1.0,3.8333,0.0,3.8333,冲突升级：从处决伏后到决定斩草除根，曹操的暴虐进一步加剧。,1,scene_metrics
pdf_01000000__01004001___ad83d28842,逍遥津,01000000,1000000,《戏考》,《戏考》（1000000）,01004001,逍遥津,pdf_01000000__01004001___ad83d28842__scene__010,10,【第十场】,高潮,高潮,5,1.0,8.4,0.0,8.4,曹操从饶恕二皇子转为下令毒杀，冲突升级至顶点,1,scene_metrics
pdf_01000000__01004004___a91ecdeeef,盗宗卷,01000000,1000000,《戏考》,《戏考》（1000000）,01004004,盗宗卷,pdf_01000000__01004004___a91ecdeeef__scene__000,0,序幕/前置内容,铺垫,引子,0,0.0,0.0,0.0,0.0,,0,scene_metrics
pdf_01000000__01004004___a91ecdeeef,盗宗卷,01000000,1000000,《戏考》,《戏考》（1000000）,01004004,盗宗卷,pdf_01000000__01004004___a91ecdeeef__scene__001,1,【第一场】,发展,推进,3,0.75,3.25,0.125,3.375,吕后焚卷引发张苍恐慌，陈平质疑暴露政治阴谋,1,scene_metrics
pdf_01000000__01004004___a91ecdeeef,盗宗卷,01000000,1000000,《戏考》,《戏考》（1000000）,01004004,盗宗卷,pdf_01000000__01004004___a91ecdeeef__scene__002,2,【第二场】,铺垫,引子,1,0.25,0.0,0.0833,0.0833,无转折，为后续行动做铺垫。,0,scene_metrics
pdf_01000000__01004004___a91ecdeeef,盗宗卷,01000000,1000000,《戏考》,《戏考》（1000000）,01004004,盗宗卷,pdf_01000000__01004004___a91ecdeeef__scene__003,3,【第三场】,发展,推进,4,1.0,11.6667,0.1667,11.8333,田子春直接表明盗卷意图，陈平谎称宗卷已焚，冲突升级，田子春发出三日威胁。,1,scene_metrics
pdf_01000000__01004004___a91ecdeeef,盗宗卷,01000000,1000000,《戏考》,《戏考》（1000000）,01004004,盗宗卷,pdf_01000000__01004004___a91ecdeeef__scene__004,4,【第四场】,过渡,过渡,0,0.0,0.0,0.0,0.0,,0,scene_metrics
pdf_01000000__01004004___a91ecdeeef,盗宗卷,01000000,1000000,《戏考》,《戏考》（1000000）,01004004,盗宗卷,pdf_01000000__01004004___a91ecdeeef__scene__005,5,【第五场】,冲突,推进,4,1.0,17.5,1.5,19.0,张秀玉献出宗卷副本，剧情从危机转向转机,1,scene_metrics
pdf_01000000__01004004___a91ecdeeef,盗宗卷,01000000,1000000,《戏考》,《戏考》（1000000）,01004004,盗宗卷,pdf_01000000__01004004___a91ecdeeef__scene__006,6,【第六场】,发展,推进,3,0.75,14.1429,0.1429,14.2857,张苍献出真宗卷，揭示宗卷为儿子誊写，化解危机，并引出田子春的内应计划,1,scene_metrics
pdf_01000000__01004006___13b2265b9d,辕门射戟,01000000,1000000,《戏考》,《戏考》（1000000）,01004006,辕门射戟,pdf_01000000__01004006___13b2265b9d__scene__000,0,序幕/前置内容,铺垫,引子,1,0.25,0.0,0.0,0.0,,0,scene_metrics
pdf_01000000__01004006___13b2265b9d,辕门射戟,01000000,1000000,《戏考》,《戏考》（1000000）,01004006,辕门射戟,pdf_01000000__01004006___13b2265b9d__scene__001,1,【第一场】,铺垫,引子,2,0.5,0.1667,0.0,0.1667,无转折，为后续冲突做铺垫,0,scene_metrics
pdf_01000000__01004006___13b2265b9d,辕门射戟,01000000,1000000,《戏考》,《戏考》（1000000）,01004006,辕门射戟,pdf_01000000__01004006___13b2265b9d__scene__002,2,【第二场】,发展,推进,3,0.75,2.4,0.0,2.4,吕布从被动收礼转向主动调解，决定邀请双方前来，为后续射戟解围埋下伏笔。,1,scene_metrics
pdf_01000000__01004006___13b2265b9d,辕门射戟,01000000,1000000,《戏考》,《戏考》（1000000）,01004006,辕门射戟,pdf_01000000__01004006___13b2265b9d__scene__003,3,【第三场】,发展,推进,3,0.75,4.0,0.25,4.25,吕布来信成为转折点，将冲突从直接对抗转向外交斡旋,1,scene_metrics
pdf_01000000__01004006___13b2265b9d,辕门射戟,01000000,1000000,《戏考》,《戏考》（1000000）,01004006,辕门射戟,pdf_01000000__01004006___13b2265b9d__scene__004,4,【第四场】,发展,推进,4,1.0,1.8841,0.1159,2.0,纪灵欲走被吕布强留，冲突从张飞与吕布的口角转向吕布主导的调解局面。,1,scene_metrics
pdf_01000000__01004007___a24f152422,取荥阳,01000000,1000000,《戏考》,《戏考》（1000000）,01004007,取荥阳,pdf_01000000__01004007___a24f152422__scene__000,0,序幕/前置内容,铺垫,引子,0,0.0,0.0,0.0,0.0,,0,scene_metrics
pdf_01000000__01004007___a24f152422,取荥阳,01000000,1000000,《戏考》,《戏考》（1000000）,01004007,取荥阳,pdf_01000000__01004007___a24f152422__scene__001,1,【第一场】,冲突,推进,4,0.8,0.3108,0.2027,0.5135,张良提出诈降计，为后续突围埋下伏笔,1,scene_metrics
pdf_01000000__01004007___a24f152422,取荥阳,01000000,1000000,《戏考》,《戏考》（1000000）,01004007,取荥阳,pdf_01000000__01004007___a24f152422__scene__002,2,【第二场】,铺垫,铺垫,2,0.4,0.25,0.0,0.25,张良决定设宴并悬图激励文武，为后续计策实施铺垫,0,scene_metrics
pdf_01000000__01004007___a24f152422,取荥阳,01000000,1000000,《戏考》,《戏考》（1000000）,01004007,取荥阳,pdf_01000000__01004007___a24f152422__scene__003,3,【第三场】,高潮,高潮,5,1.0,4.6471,1.4118,6.0588,纪信以拔剑自刎相逼，迫使刘邦接受替身计划，冲突达到顶点并转向行动,1,scene_metrics
pdf_01000000__01004008___27d1eda64f,大保国,01000000,1000000,《戏考》,《戏考》（1000000）,01004008,大保国,pdf_01000000__01004008___27d1eda64f__scene__000,0,序幕/前置内容,铺垫,引子,0,0.0,0.0,0.0,0.0,,0,scene_metrics
pdf_01000000__01004009___abe4e0ff20,忠孝全,01000000,1000000,《戏考》,《戏考》（1000000）,01004009,忠孝全,pdf_01000000__01004009___abe4e0ff20__scene__000,0,序幕/前置内容,铺垫,引子,0,0.0,0.0,0.0,0.0,,0,scene_metrics
pdf_01000000__01004009___abe4e0ff20,忠孝全,01000000,1000000,《戏考》,《戏考》（1000000）,01004009,忠孝全,pdf_01000000__01004009___abe4e0ff20__scene__001,1,【第一场】,铺垫,铺垫,2,0.4,30.75,0.0,30.75,秦季龙被派去探查金鳌，为后续冲突埋下伏笔,0,scene_metrics
pdf_01000000__01004009___abe4e0ff20,忠孝全,01000000,1000000,《戏考》,《戏考》（1000000）,01004009,忠孝全,pdf_01000000__01004009___abe4e0ff20__scene__002,2,【第二场】,高潮,高潮,4,0.8,0.2917,0.0208,0.3125,金鳌从对抗转为投降，冲突解决,1,scene_metrics
pdf_01000000__01004009___abe4e0ff20,忠孝全,01000000,1000000,《戏考》,《戏考》（1000000）,01004009,忠孝全,pdf_01000000__01004009___abe4e0ff20__scene__003,3,【第三场】,发展,推进,3,0.6,1.3478,0.0,1.3478,福建粮草迟到引发王振下令追赶，秦洪突然出现，形成潜在冲突。,0,scene_metrics
pdf_01000000__01004009___abe4e0ff20,忠孝全,01000000,1000000,《戏考》,《戏考》（1000000）,01004009,忠孝全,pdf_01000000__01004009___abe4e0ff20__scene__004,4,【第四场】,发展,推进,3,0.6,0.1429,0.0,0.1429,秦季龙从接受命令到产生怀疑，决定前往法场，为后续冲突埋下伏笔。,0,scene_metrics
pdf_01000000__01004009___abe4e0ff20,忠孝全,01000000,1000000,《戏考》,《戏考》（1000000）,01004009,忠孝全,pdf_01000000__01004009___abe4e0ff20__scene__005,5,【第五场】,高潮,反转,5,1.0,10.2857,0.0,10.2857,秦季龙发现死囚是养父秦洪，从监斩官转为救子，剧情由悲转喜,1,scene_metrics
pdf_01000000__01004010___47767989be,双投唐,01000000,1000000,《戏考》,《戏考》（1000000）,01004010,双投唐,pdf_01000000__01004010___47767989be__scene__000,0,序幕/前置内容,铺垫,引子,0,0.0,0.0,0.0,0.0,,0,scene_metrics
pdf_01000000__01004010___47767989be,双投唐,01000000,1000000,《戏考》,《戏考》（1000000）,01004010,双投唐,pdf_01000000__01004010___47767989be__scene__001,1,【第一场】,铺垫,过渡,1,0.2,0.0,0.0,0.0,无,0,scene_metrics
pdf_01000000__01004010___47767989be,双投唐,01000000,1000000,《戏考》,《戏考》（1000000）,01004010,双投唐,pdf_01000000__01004010___47767989be__scene__002,2,【第二场】,发展,推进,3,0.6,0.85,0.15,1.0,李密从怀疑到信任王伯党，并决定降唐，完成关键决断。,0,scene_metrics
pdf_01000000__01004010___47767989be,双投唐,01000000,1000000,《戏考》,《戏考》（1000000）,01004010,双投唐,pdf_01000000__01004010___47767989be__scene__003,3,【第五场】,过渡,过渡,0,0.0,0.0,0.0,0.0,,0,scene_metrics
pdf_01000000__01004010___47767989be,双投唐,01000000,1000000,《戏考》,《戏考》（1000000）,01004010,双投唐,pdf_01000000__01004010___47767989be__scene__004,4,【第六场】,转折,推进,3,0.6,5.8333,1.0,6.8333,李密从抗拒到勉强跪拜，完成身份转变，降唐事件正式启动,0,scene_metrics
pdf_01000000__01004010___47767989be,双投唐,01000000,1000000,《戏考》,《戏考》（1000000）,01004010,双投唐,pdf_01000000__01004010___47767989be__scene__005,5,【第七场】,发展,推进,3,0.6,9.75,0.0,9.75,李渊从欲治罪转为封赏，并采纳李世民招驸马之策,0,scene_metrics
pdf_01000000__01004010___47767989be,双投唐,01000000,1000000,《戏考》,《戏考》（1000000）,01004010,双投唐,pdf_01000000__01004010___47767989be__scene__006,6,【第八场】,高潮,高潮,5,1.0,4.5,0.625,5.125,李密从假装出征转为弑妻逃亡，王伯党从拒绝到被迫协助,1,scene_metrics
pdf_01000000__01004010___47767989be,双投唐,01000000,1000000,《戏考》,《戏考》（1000000）,01004010,双投唐,pdf_01000000__01004010___47767989be__scene__007,7,【第九场】,过渡,过渡,0,0.0,0.0,0.0,0.0,,0,scene_metrics
pdf_01000000__01004010___47767989be,双投唐,01000000,1000000,《戏考》,《戏考》（1000000）,01004010,双投唐,pdf_01000000__01004010___47767989be__scene__008,8,【第十场】,冲突,对峙,4,0.8,1.3333,2.1667,3.5,王伯党从追随转为公开指责，关系破裂，李密独自前行。,1,scene_metrics
pdf_01000000__01004010___47767989be,双投唐,01000000,1000000,《戏考》,《戏考》（1000000）,01004010,双投唐,pdf_01000000__01004010___47767989be__scene__009,9,【第十一场】,过渡,过渡,1,0.2,0.0,0.0,0.0,无显著转折，仅为场景转换。,0,scene_metrics
pdf_01000000__01004010___47767989be,双投唐,01000000,1000000,《戏考》,《戏考》（1000000）,01004010,双投唐,pdf_01000000__01004010___47767989be__scene__010,10,【第十二场】,冲突,对峙,4,0.8,0.2,0.4,0.6,王伯党明确拒绝归降，冲突升级为武力对抗。,1,scene_metrics
pdf_01000000__01004010___47767989be,双投唐,01000000,1000000,《戏考》,《戏考》（1000000）,01004010,双投唐,pdf_01000000__01004010___47767989be__scene__011,11,【第十三场】,过渡,过渡,0,0.0,0.0,0.0,0.0,,0,scene_metrics
