doc_id,collection_dir,collection_code,collection_name,collection_label,work_code,work_title_hint,source_file,source_path,relative_path,title,aliases,alias_text,period_hint,genre_hint,synopsis,note_text,doc_tags,text_length,parse_quality_score,parse_quality_label,analysis_ready,parser_version,scene_count,role_count,dialogue_count,performance_count,relation_count,aggregated_relation_count,theme_count,aggregated_theme_count,entity_alias_count,theme_pair_count,llm_enabled,llm_model,state,raw_md_path,cleaned_md_path,structured_raw_json,structured_json
pdf_01000000__01003011___a844c57d4e,01000000,1000000,《戏考》,《戏考》（1000000）,01003011,斩黄袍,01003011_斩黄袍.pdf,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_dataset\01000000\01003011_斩黄袍.pdf,01000000/01003011_斩黄袍,斩黄袍,斩郑恩；赐黄袍,《斩黄袍》一名《斩郑恩》，亦名《赐黄袍》。,五代,历史戏,赵匡胤黄袍加身后纳韩素梅为妃，沉溺酒色。义弟郑恩直谏触怒赵匡胤，被韩龙兄妹灌醉后矫旨斩首。郑妻陶三春率兵围城，赵匡胤悔惧，斩韩龙、杀韩妃，封荫郑恩妻子并赐黄袍谢罪，三春乃退兵。,江湖班中此戏又名《赐黄袍》，赵匡胤一角为红生，唱腔带徽腔，较白面须生阴柔，抑扬可听。,忠义；权谋；战争,27270,0.998,high,True,2026-05-16-r6,13,7,272,272,125,68,38,22,0,37,True,deepseek-chat,combined,,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01003011_斩黄袍\audit\cleaned_full.md,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01003011_斩黄袍\audit\structured_raw.json,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01003011_斩黄袍\structured.json
pdf_01000000__01003012___c2beeb2822,01000000,1000000,《戏考》,《戏考》（1000000）,01003012,彩楼配,01003012_彩楼配.pdf,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_dataset\01000000\01003012_彩楼配.pdf,01000000/01003012_彩楼配,彩楼配,三击掌,后本即《三击掌》,明,家庭戏,王允之女王宝钏高结彩楼抛球招婿，夜梦红星，见花郎薛平贵有贵相，赠银米并嘱其接球。及期，彩球果中薛平贵，众失望而散。,后本即《三击掌》。按彩球招亲，昆剧《彩楼记》中系吕蒙正故事，与此大致相同，未知孰是。,情爱；家庭；忠义,8327,1.0,high,True,2026-05-16-r6,5,7,102,102,40,23,14,9,0,12,True,deepseek-chat,combined,,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01003012_彩楼配\audit\cleaned_full.md,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01003012_彩楼配\audit\structured_raw.json,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01003012_彩楼配\structured.json
pdf_01000000__01003013___b0b83bb111,01000000,1000000,《戏考》,《戏考》（1000000）,01003013,滑油山,01003013_滑油山.pdf,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_dataset\01000000\01003013_滑油山.pdf,01000000/01003013_滑油山,滑油山,目莲救母,《滑油山》，即全本《目莲救母》中之一出。,,家庭戏,目莲母刘氏因罪受尽刀山、剑树、油锅、血池等酷刑，至第六殿被冥王命鬼卒押往滑油山继续受罪。刘氏一路哀求，却遭鬼卒打骂，备极惨苦。,此出为老旦唱工戏，原板甚多，间以导板、摇板，调颇铿锵。昔时大头最工此剧，近时惟吕月樵差强人意。,家庭；孝道；因果,2798,0.3,low,False,2026-05-16-r6,1,1,1,1,0,0,2,2,0,1,True,deepseek-chat,combined,,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01003013_滑油山\audit\cleaned_full.md,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01003013_滑油山\audit\structured_raw.json,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01003013_滑油山\structured.json
pdf_01000000__01003014___643f99bd25,01000000,1000000,《戏考》,《戏考》（1000000）,01003014,富春楼,01003014_富春楼.pdf,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_dataset\01000000\01003014_富春楼.pdf,01000000/01003014_富春楼,富春楼,缝搭膊,一名：《缝搭膊》,,家庭戏,郓城妓女陈三两，本宦家女周翠屏，父母双亡被卖入烟花。客陈魁年少诚笃，与陈三两有婚约。陈魁受辱，陈三两劝其经商自立，并贷以三百两积金，缝搭膊束其腰间，相约获利后为女脱籍。,此剧情致缠绵，须做得柔情绰约，不即不离，而无淫荡之态，方合陈三两身价。,情爱；家庭；离散,5654,0.3,low,False,2026-05-16-r6,1,2,1,1,0,0,5,5,0,10,True,deepseek-chat,combined,,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01003014_富春楼\audit\cleaned_full.md,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01003014_富春楼\audit\structured_raw.json,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01003014_富春楼\structured.json
pdf_01000000__01003015___7938d34c45,01000000,1000000,《戏考》,《戏考》（1000000）,01003015,阴阳河,01003015_阴阳河.pdf,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_dataset\01000000\01003015_阴阳河.pdf,01000000/01003015_阴阳河,阴阳河,赏中秋；地府寻妻；西川奇闻,一名：《赏中秋》；一名：《地府寻妻》；一名：《西川奇闻》,,神话戏,山西商人张茂深赴四川经商，其妻李桂莲因中秋月下交欢秽犯月宫，被鬼府勾魂。张茂深在阴阳界见妻担水，得知她已嫁鬼役倪木。夫妻重逢，倪木归来，李桂莲谎称张为兄长，倪木释然并置酒款待，后张托倪木带妻归乡。,此剧尚有第二本《还阳》，为花旦跌扑戏，惜今无演者。,情爱；家庭；神话；离散,9504,1.0,high,True,2026-05-16-r6,3,3,99,99,25,8,9,8,0,10,True,deepseek-chat,combined,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01003015_阴阳河\audit\raw_full.md,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01003015_阴阳河\audit\cleaned_full.md,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01003015_阴阳河\audit\structured_raw.json,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01003015_阴阳河\structured.json
pdf_01000000__01003016___702c945adb,01000000,1000000,《戏考》,《戏考》（1000000）,01003016,打花鼓,01003016_打花鼓.pdf,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_dataset\01000000\01003016_打花鼓.pdf,01000000/01003016_打花鼓,打花鼓,花鼓,《打花鼓》,,家庭戏,一狎邪公子途遇凤阳人夫妇在街演唱花鼓，见鼓婆略有姿色，遂百般打诨，并令至家中同唱连相，唱时随手调戏，丑态百出，纯为打扯戏。,此剧本昆曲中之《花鼓》，以鲜花小调及诌白身势见长。昆剧中某名曹月娥，头幕有与女婢朝露在花园调戏一节，京剧中均无。常见夜来香、林步青、马飞珠合演此剧，诙谐百出。,喜剧；情爱；家庭,17387,0.37,low,False,2026-05-16-r6,1,3,1,1,0,0,4,4,0,6,True,deepseek-chat,combined,,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01003016_打花鼓\audit\cleaned_full.md,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01003016_打花鼓\audit\structured_raw.json,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01003016_打花鼓\structured.json
pdf_01000000__01003017___51aaa5bf95,01000000,1000000,《戏考》,《戏考》（1000000）,01003017,独木关,01003017_独木关.pdf,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_dataset\01000000\01003017_独木关.pdf,01000000/01003017_独木关,独木关,枪挑安殿宝,一名：《枪挑安殿宝》,唐,历史戏,唐薛仁贵投军，屡立战功却被张士贵冒功，仍为火头军。张士贵兵困独木关，子婿被擒，无奈求薛仁贵出战。薛仁贵抱病上阵，枪挑敌将安殿宝，救出二人。,《戏考》收录，剧本包含张士贵屈抑薛仁贵、周青怒打差官、薛仁贵带病出战等情节。,战争；忠义；权谋,5620,1.0,high,True,2026-05-16-r6,10,5,104,104,73,36,27,19,0,22,True,deepseek-chat,combined,,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01003017_独木关\audit\cleaned_full.md,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01003017_独木关\audit\structured_raw.json,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01003017_独木关\structured.json
pdf_01000000__01003018___b62f621a21,01000000,1000000,《戏考》,《戏考》（1000000）,01003018,丑表功,01003018_丑表功.pdf,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_dataset\01000000\01003018_丑表功.pdf,01000000/01003018_丑表功,丑表功,丑表功,《丑表功》,清,喜剧,窑子老鸨万人迷因雇工保儿懒惰而责骂，保儿不服，自夸有十大汗马功劳，二人争吵打架。教书先生前来解劝，最终万人迷与保儿算清账目，给二百文钱将其辞退。,此剧毫无情节，全是插科胡闹，俗语所谓打绷戏也。隐寓老鸨乌龟拆姘头之笑话丑态。李百岁最称拿手，前颇轰动一时。,喜剧；市井；闹剧,8464,0.37,low,False,2026-05-16-r6,1,3,1,1,0,0,3,3,0,3,True,deepseek-chat,combined,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01003018_丑表功\audit\raw_full.md,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01003018_丑表功\audit\cleaned_full.md,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01003018_丑表功\audit\structured_raw.json,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01003018_丑表功\structured.json
pdf_01000000__01004001___ad83d28842,01000000,1000000,《戏考》,《戏考》（1000000）,01004001,逍遥津,01004001_逍遥津.pdf,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_dataset\01000000\01004001_逍遥津.pdf,01000000/01004001_逍遥津,逍遥津,搜诏逼宫,一名《搜诏逼宫》,汉,历史戏,汉末曹操专权，汉献帝与伏后密谋除曹，事泄后曹操逼宫，杀伏后及二皇子。,剧情与史志有异，如伏后密书改为血诏，时间压缩。孙菊仙擅演此剧，唱做俱佳。,权谋；忠义；家庭,24129,0.999,high,True,2026-05-16-r6,11,16,296,296,172,90,38,18,3,51,True,deepseek-chat,combined,,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01004001_逍遥津\audit\cleaned_full.md,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01004001_逍遥津\audit\structured_raw.json,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01004001_逍遥津\structured.json
pdf_01000000__01004004___a91ecdeeef,01000000,1000000,《戏考》,《戏考》（1000000）,01004004,盗宗卷,01004004_盗宗卷.pdf,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_dataset\01000000\01004004_盗宗卷.pdf,01000000/01004004_盗宗卷,盗宗卷,兴汉图；火烧宗卷,一名：《兴汉图》；一名：《火烧宗卷》,汉,家庭戏,汉惠帝崩后，吕后临朝，为削弱刘氏，向张苍骗取宗卷焚毁。张苍之子张秀玉预知祸患，抄录副本。关东诸王遣田子春索卷，张苍得子相助，携真卷与陈平、田子春共谋除吕。,此剧为须生做工戏，彼此奚落一段虽离奇却见长。曩时小叫天曾演，今惟贵俊卿擅扬。,权谋；家庭；忠义,20820,1.0,high,True,2026-05-16-r6,7,7,284,284,73,36,24,12,0,23,True,deepseek-chat,combined,,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01004004_盗宗卷\audit\cleaned_full.md,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01004004_盗宗卷\audit\structured_raw.json,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01004004_盗宗卷\structured.json
pdf_01000000__01004006___13b2265b9d,01000000,1000000,《戏考》,《戏考》（1000000）,01004006,辕门射戟,01004006_辕门射戟.pdf,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_dataset\01000000\01004006_辕门射戟.pdf,01000000/01004006_辕门射戟,辕门射戟,夺小沛,一名：《夺小沛》,明,历史戏,刘备屯军小沛，袁绍遣纪灵率兵攻之。刘备向吕布求援，吕布权衡利弊后设宴调解，辕门射戟迫使双方罢兵。纪灵无奈退兵，刘备得以保全。,此剧吕布角色最难演，需兼具强硬、骄傲、含怒等复杂情绪，并保持英雄倜傥风度。朱素云以此剧著称。,权谋；战争；忠义,14109,0.999,high,True,2026-05-16-r6,5,4,236,236,88,47,16,11,4,18,True,deepseek-chat,combined,,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01004006_辕门射戟\audit\cleaned_full.md,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01004006_辕门射戟\audit\structured_raw.json,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01004006_辕门射戟\structured.json
pdf_01000000__01004007___a24f152422,01000000,1000000,《戏考》,《戏考》（1000000）,01004007,取荥阳,01004007_取荥阳.pdf,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_dataset\01000000\01004007_取荥阳.pdf,01000000/01004007_取荥阳,取荥阳,楚汉争；纪信替主,一名：《楚汉争》；一名：《纪信替主》,秦,历史戏,秦末楚汉相争，项羽围困荥阳，刘邦危急。张良设宴激将，纪信因貌似刘邦，慷慨代主诈降。刘邦扮小兵逃出，项羽发觉后怒焚纪信。刘邦得以脱险，后成帝业。,此剧去纪信、刘邦两须生，皆重头角色。近来此剧之不多见者，大约因难得工力悉敌者以配合之故耳。,忠义；战争；权谋,13242,0.987,high,True,2026-05-16-r6,4,5,177,177,58,31,14,9,0,17,True,deepseek-chat,combined,,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01004007_取荥阳\audit\cleaned_full.md,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01004007_取荥阳\audit\structured_raw.json,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01004007_取荥阳\structured.json
pdf_01000000__01004008___27d1eda64f,01000000,1000000,《戏考》,《戏考》（1000000）,01004008,大保国,01004008_大保国.pdf,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_dataset\01000000\01004008_大保国.pdf,01000000/01004008_大保国,大保国,忠心保国,一名：《忠心保国》,明,历史戏,明穆宗驾崩，李后抱幼主临朝。其父李良觊觎皇位，诱李后命己摄政。兵部杨波与中山王徐延昭识破其奸，入宫力谏。李后不悟，徐延昭怒用御赐铜锤击李良，君臣不欢而散。,本剧至此收场，后续《二进宫》演徐、杨二次入宫，李后终悔悟。,忠义；权谋；历史,12201,0.37,low,False,2026-05-16-r6,1,4,1,1,0,0,6,6,0,15,True,deepseek-chat,combined,,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01004008_大保国\audit\cleaned_full.md,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01004008_大保国\audit\structured_raw.json,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01004008_大保国\structured.json
pdf_01000000__01004009___abe4e0ff20,01000000,1000000,《戏考》,《戏考》（1000000）,01004009,忠孝全,01004009_忠孝全.pdf,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_dataset\01000000\01004009_忠孝全.pdf,01000000/01004009_忠孝全,忠孝全,斩秦洪；金鳌岛,一名：《斩秦洪》；一名：《金鳌岛》,明英宗,历史戏,明英宗时，秦季龙投军王振麾下，因武艺高强受重用，率军平定海寇金鳌。后因督粮官秦洪（季龙之父）延误军期，王振命季龙监斩。法场父子相认，季龙自缚请罪，王振赦免并奏明英宗，封季龙为忠孝王。,此剧惟朱素云最擅场，其扮演少年儒将，温文尔雅，英爽风流，无剧不佳。,忠义；战争；家庭；离散,19238,0.996,high,True,2026-05-16-r6,6,3,306,306,74,40,22,13,0,34,True,deepseek-chat,combined,,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01004009_忠孝全\audit\cleaned_full.md,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01004009_忠孝全\audit\structured_raw.json,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01004009_忠孝全\structured.json
pdf_01000000__01004010___47767989be,01000000,1000000,《戏考》,《戏考》（1000000）,01004010,双投唐,01004010_双投唐.pdf,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_dataset\01000000\01004010_双投唐.pdf,01000000/01004010_双投唐,双投唐,双带箭；断密涧,一名《双带箭》；一名《断密涧》,隋,历史戏,隋末李密势孤，王伯党劝其降唐。李密恐唐王记仇，先使王伯党探李世民之意，得允后同投大唐。后李密悔寄人篱下，欲叛，杀公主，与王伯党夜逃，至断密涧被追兵所围，二人自刎而死。,此剧又名《双带箭》《断密涧》，为历史战争戏，取材于隋末瓦岗寨故事。,忠义；战争；权谋；离散,19857,1.0,high,True,2026-05-16-r6,13,5,186,186,92,35,47,19,0,41,True,deepseek-chat,combined,,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01004010_双投唐\audit\cleaned_full.md,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01004010_双投唐\audit\structured_raw.json,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01004010_双投唐\structured.json
pdf_01000000__01004011___c0be635aa4,01000000,1000000,《戏考》,《戏考》（1000000）,01004011,飞虎山,01004011_飞虎山.pdf,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_dataset\01000000\01004011_飞虎山.pdf,01000000/01004011_飞虎山,飞虎山,李存孝打虎；飞虎岗,《飞虎山》又名《李存孝打虎》、《飞虎岗》。,晋,历史戏,晋王李克用夜梦猛虎，率众围猎，遇神樵引至飞虎岗，得遇牧羊少年安敬思。安敬思武艺高强，力能扛鼎，李克用收为第十三太保，赐名李存孝。,剧情与裨官所载稍有出入，较诸正史更远。此剧为朱素云拿手杰作，唱做兼工，神化自然。,忠义；战争；家庭,9111,1.0,high,True,2026-05-16-r6,5,6,68,68,31,15,15,14,0,18,True,deepseek-chat,combined,,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01004011_飞虎山\audit\cleaned_full.md,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01004011_飞虎山\audit\structured_raw.json,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01004011_飞虎山\structured.json
pdf_01000000__01004012___2ea5375b61,01000000,1000000,《戏考》,《戏考》（1000000）,01004012,女起解,01004012_女起解.pdf,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_dataset\01000000\01004012_女起解.pdf,01000000/01004012_女起解,女起解,苏三起解,一名：《苏三起解》,,公案戏,苏三被诬陷谋害亲夫，发配太原。解差张公道押解途中，苏三诉说冤情，期盼与情人王金龙重逢。,此本为《女起解》出狱发配一段，后接《三堂会审》。系梆子青衣著名好戏，梅兰芳曾演此剧，备受赞誉。,公案；情爱；冤屈,9656,1.0,high,True,2026-05-16-r6,4,3,156,156,30,11,13,10,0,19,True,deepseek-chat,combined,,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01004012_女起解\audit\cleaned_full.md,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01004012_女起解\audit\structured_raw.json,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01004012_女起解\structured.json
pdf_01000000__01004014___d6eca0fe85,01000000,1000000,《戏考》,《戏考》（1000000）,01004014,遗翠花,01004014_遗翠花.pdf,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_dataset\01000000\01004014_遗翠花.pdf,01000000/01004014_遗翠花,遗翠花,翠春寄柬,一名：《翠春寄柬》,,家庭戏,小姐命婢翠香向书生寄柬传情，翠香却先与书生私通，再代传回书并赠翠花。夜晚引书生入内楼与小姐相会，老夫人突至，书生请罪。老夫人无奈许婚，命其赴考。翠香私赠银两，并巧言反驳老夫人责打。,此剧推贾璧云所演为最上乘，毛韵珂亦颇拿手，今不常演。有识者谓此戏必须改良，然某某舞台竟有男女合演之举，有心人奈薄俗何。,情爱；家庭；喜剧,19430,1.0,high,True,2026-05-16-r6,4,4,297,297,67,15,12,9,0,12,True,deepseek-chat,combined,,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01004014_遗翠花\audit\cleaned_full.md,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01004014_遗翠花\audit\structured_raw.json,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01004014_遗翠花\structured.json
pdf_01000000__01004015___871e6f9883,01000000,1000000,《戏考》,《戏考》（1000000）,01004015,新安驿,01004015_新安驿.pdf,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_dataset\01000000\01004015_新安驿.pdf,01000000/01004015_新安驿,新安驿,女强盗,《新安驿》一名《女强盗》,清,家庭戏,张桂英乔装男子下山寻夫，宿于新安驿黑店。店主母女以蒙汗酒醉倒客人，令女强盗行劫。女盗见张桂英美貌，欲以身相许，婚后发现张桂英实为女子，二人皆为女扮男装。,此剧离奇变幻，无深刻寓意，以扮相变化增观众兴趣。沪上以七盏灯为独步。,情爱；喜剧；家庭,11994,1.0,high,True,2026-05-16-r6,4,4,167,167,41,16,15,11,0,23,True,deepseek-chat,combined,,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01004015_新安驿\audit\cleaned_full.md,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01004015_新安驿\audit\structured_raw.json,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01004015_新安驿\structured.json
pdf_01000000__01004016___8e04e3a822,01000000,1000000,《戏考》,《戏考》（1000000）,01004016,小上坟,01004016_小上坟.pdf,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_dataset\01000000\01004016_小上坟.pdf,01000000/01004016_小上坟,小上坟,禄敬荣归,一名：《禄敬荣归》,明,家庭戏,刘禄敬中举后久任京官，其妻萧素贞在家苦守，疑夫已故。刘禄敬得县缺后顺道祭祖，遇素贞扫墓，经细问家事相认，夫妻悲喜交集，携手赴任。,此剧情节与《桑园会》相似，但以小丑、花旦扮演，常被视为淫戏。,家庭；离散；喜剧,5325,1.0,high,True,2026-05-16-r6,3,3,46,46,20,11,11,9,0,18,True,deepseek-chat,combined,,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01004016_小上坟\audit\cleaned_full.md,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01004016_小上坟\audit\structured_raw.json,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01004016_小上坟\structured.json
pdf_01000000__01005001___8bae4c8a7d,01000000,1000000,《戏考》,《戏考》（1000000）,01005001,武家坡,01005001_武家坡.pdf,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_dataset\01000000\01005001_武家坡.pdf,01000000/01005001_武家坡,武家坡,平贵回窑；跑坡,一名：《平贵回窑》；一名：《跑坡》,,家庭戏,薛平贵从军西征，立功封王后思念发妻王宝钏，回乡至武家坡前，假称是薛平贵之友调戏试探，王宝钏严词斥责，薛平贵方告知真相，夫妻相认。,其后本即《算粮登殿》。此剧须生、青衫均须唱做兼功。王凤卿、梅兰芳合演此剧，一雍容华贵，一幽丽贞静，唱做俱佳。,家庭；离散；情爱,14974,0.93,high,True,2026-05-16-r6,3,2,218,218,17,6,13,10,0,23,True,deepseek-chat,combined,,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01005001_武家坡\audit\cleaned_full.md,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01005001_武家坡\audit\structured_raw.json,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01005001_武家坡\structured.json
pdf_01000000__01005002___c9467a74fd,01000000,1000000,《戏考》,《戏考》（1000000）,01005002,浣纱记,01005002_浣纱记.pdf,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_dataset\01000000\01005002_浣纱记.pdf,01000000/01005002_浣纱记,浣纱记,子胥投吴；芦中人,一名：《子胥投吴》；一名：《芦中人》,明,历史戏,战国时楚将伍员遭谗害，逃至江边，渔丈人渡之并拒酬。伍员疑其泄密，渔丈人投江明志。伍员至溧水乞食于浣纱女，女饭之，因男女交谈自感失节，亦投水死。伍员悲叹而去。,此剧摇板多，须唱得悲怆动人；后段二六板宜慷慨激昂。描摹英雄失意，悲困中不失英伟，极难工。孙处最拿手，小桂芬亦擅名。,忠义；离散；战争,4205,0.9,high,True,2026-05-16-r6,3,3,51,51,9,4,11,9,0,16,True,deepseek-chat,combined,,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01005002_浣纱记\audit\cleaned_full.md,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01005002_浣纱记\audit\structured_raw.json,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01005002_浣纱记\structured.json
pdf_01000000__01005003___0fd7bac795,01000000,1000000,《戏考》,《戏考》（1000000）,01005003,天雷报,01005003_天雷报.pdf,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_dataset\01000000\01005003_天雷报.pdf,01000000/01005003_天雷报,天雷报,清风亭,一名《清风亭》,元,家庭戏,张元秀拾养弃婴张继保，抚育十三载。继保被生母认走后中状元，却忘恩负义，在清风亭拒认养父母，二老悲愤触壁而死。天怒人怨，雷殛张继保。,此剧年代无考，据《打龙袍》中提及，当在仁宗以前。为须生、老旦做工戏，沪上贵俊卿擅演。,家庭；离散；忠义；悲剧,16988,1.0,high,True,2026-05-16-r6,7,6,287,287,55,20,23,15,0,27,True,deepseek-chat,combined,,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01005003_天雷报\audit\cleaned_full.md,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01005003_天雷报\audit\structured_raw.json,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01005003_天雷报\structured.json
pdf_01000000__01005005___45b85eecde,01000000,1000000,《戏考》,《戏考》（1000000）,01005005,沙陀国,01005005_沙陀国.pdf,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_dataset\01000000\01005005_沙陀国.pdf,01000000/01005005_沙陀国,沙陀国,沙陀国,《沙陀国》,唐,历史戏,程敬思奉唐王之命，押送珠宝前往沙陀国，劝说李克用发兵勤王。李克用因旧怨拒不发兵，程敬思转而结交其妻曹、刘二夫人，最终说服她们调兵遣将，命十二太保出兵平乱。,此剧取材于唐僖宗中和年间李克用应召入援平定黄巢之乱的故事，剧情与史实略有出入。须生、黑头唱工繁重，金秀山、朗德山、刘鸿声等名家均擅演此剧。,忠义；权谋；战争；家庭,14197,1.0,high,True,2026-05-16-r6,6,5,168,168,58,19,20,12,0,26,True,deepseek-chat,combined,,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01005005_沙陀国\audit\cleaned_full.md,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01005005_沙陀国\audit\structured_raw.json,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_output\01000000\01005005_沙陀国\structured.json
