doc_id,doc_title,collection_dir,collection_code,collection_name,collection_label,work_code,work_title_hint,scene_id,scene_index,scene,line_no,start_line,end_line,location,time_hint,main_event,dominant_action,summary,conflict_stage,tension_level,key_characters,theme_labels,scene_function,narrative_turning_point,characters_present,line_count,dialogue_count,lyric_count,dialogue_density,lyric_density,speech_density,stage_direction_count,narration_count,llm_error
pdf_01000000__01003010___2fda4a58c1,战蒲关,01000000,1000000,《戏考》,《戏考》（1000000）,01003010,战蒲关,pdf_01000000__01003010___2fda4a58c1__scene__000,0,序幕/前置内容,1,1,22,,,# 《战蒲关》；# （一名：《吃人肉》；一名：《杀妾犒军》）,对峙,# 《战蒲关》；# （一名：《吃人肉》；一名：《杀妾犒军》）,铺垫,2,,忠义；权谋；战争；亲情；情爱,引子,,,2,0,0,0.0,0.0,0.0,0,2,
pdf_01000000__01003010___2fda4a58c1,战蒲关,01000000,1000000,《戏考》,《戏考》（1000000）,01003010,战蒲关,pdf_01000000__01003010___2fda4a58c1__scene__001,1,【第一场】,23,23,80,蒲关城内,夜晚二更,刘忠向王霸汇报城中粮尽、百姓易子而食的惨状,汇报,王霸感叹被围困的惨状，刘忠汇报城中粮尽、百姓易子而食的惨况，王霸悲痛不已。,发展,4,王霸；刘忠,战争；忠义；生存困境,推进,刘忠的汇报揭示了城中绝粮的极端困境，冲突升级,王霸；众百姓；刘忠,35,24,0,0.4138,0.0,0.4138,2,9,
pdf_01000000__01003010___2fda4a58c1,战蒲关,01000000,1000000,《戏考》,《戏考》（1000000）,01003010,战蒲关,pdf_01000000__01003010___2fda4a58c1__scene__002,2,【第二场】,81,81,86,蒲关城内,战时,刘忠与王霸就杀二夫人犒军一事展开激烈争执，最终刘忠被迫应允。,劝阻与命令,刘忠得知王霸欲杀二夫人犒军，先劝阻并愿代死，后被迫接受命令，王霸亦欲自尽以全忠义。,冲突,4,刘忠；王霸,忠义；牺牲；伦理困境,推进,刘忠从坚决拒绝到被迫接受命令，王霸从命令他人到欲自尽，冲突升级并出现转折。,刘忠；王霸,12,12,0,2.0,0.0,2.0,0,0,
pdf_01000000__01003010___2fda4a58c1,战蒲关,01000000,1000000,《戏考》,《戏考》（1000000）,01003010,战蒲关,pdf_01000000__01003010___2fda4a58c1__scene__003,3,【第四场】,87,87,229,西院卧室,深夜，月影西沉,刘忠奉王霸之命，以借粮为名，实则暗示徐艳贞自尽以飨军。,刺杀与劝阻,刘忠奉王霸之命，以借粮为名，实则暗示徐艳贞自尽以飨军。徐艳贞识破后欲拜别，被刘忠劝阻，王霸出现并下令处理尸体。,高潮,5,刘忠；徐艳贞；王霸,忠义；牺牲；权力与服从；亲情,高潮,徐艳贞识破借粮暗语，决定赴死，但被刘忠劝阻，王霸出现下令处理尸体。,徐艳贞；刘忠；王霸；旗牌,102,56,0,0.3916,0.0,0.3916,11,35,
pdf_01000000__01003011___a844c57d4e,斩黄袍,01000000,1000000,《戏考》,《戏考》（1000000）,01003011,斩黄袍,pdf_01000000__01003011___a844c57d4e__scene__000,0,序幕/前置内容,1,1,30,,,# 《斩黄袍》 （一名：《斩郑恩》）,命令,# 《斩黄袍》 （一名：《斩郑恩》）,铺垫,0,,忠义；权谋；战争；亲情,引子,,,1,0,0,0.0,0.0,0.0,0,1,
pdf_01000000__01003011___a844c57d4e,斩黄袍,01000000,1000000,《戏考》,《戏考》（1000000）,01003011,斩黄袍,pdf_01000000__01003011___a844c57d4e__scene__001,1,【第一场】,31,31,76,王府内,先帝驾崩后,苗顺、郑恩、高怀德趁赵匡胤酒醉，将冲天冠、赭黄袍加于其身，赵匡胤酒醒后被迫称帝。,加袍劝进,赵匡胤、郑恩等商议后事，苗顺提议将皇袍加于醉酒的赵匡胤身上，赵匡胤酒醒后被迫接受皇位，众人拥立其为帝。,转折,3,赵匡胤；郑恩；苗顺；高怀德,权力交接；使命；忠义；权谋,推进,赵匡胤从不知情到被迫接受皇位，权力交接的关键转折。,赵匡胤；郑恩；报子；高怀德；苗顺；文堂甲；高怀德、苗顺；赵匡胤、郑恩；郑恩、高怀德；苗顺、郑恩、高怀德；郑高苗,49,38,2,0.8261,0.0435,0.8696,3,6,
pdf_01000000__01003011___a844c57d4e,斩黄袍,01000000,1000000,《戏考》,《戏考》（1000000）,01003011,斩黄袍,pdf_01000000__01003011___a844c57d4e__scene__002,2,【第二场】,77,77,80,未知,未知,神仙书写，二童子扶持，随后同下。,书写,二童子扶神仙上场，神仙书写后，三人一同下场，为后续剧情埋下伏笔。,铺垫,1,神仙；二童子,使命；神秘预示,引子,无显著转折，仅为神秘预示。,,1,0,0,0.0,0.0,0.0,1,0,
pdf_01000000__01003011___a844c57d4e,斩黄袍,01000000,1000000,《戏考》,《戏考》（1000000）,01003011,斩黄袍,pdf_01000000__01003011___a844c57d4e__scene__003,3,【第三场】,81,81,84,未明确,未明确,众人拜祭并持帖过场,拜祭与过场,赵匡胤、郑恩、苗顺、高怀德等人一同拜祭，随后持帖过场，众人同下，为后续剧情铺垫。,铺垫,1,赵匡胤；郑恩；苗顺；高怀德,仪式；权力交接,铺垫,无显著转折,,1,0,0,0.0,0.0,0.0,1,0,
pdf_01000000__01003011___a844c57d4e,斩黄袍,01000000,1000000,《戏考》,《戏考》（1000000）,01003011,斩黄袍,pdf_01000000__01003011___a844c57d4e__scene__004,4,【第四场】,85,85,88,汴梁,赵匡胤登基后,赵匡胤封赏功臣并出赦条，韩龙兄妹决定进妃,封赏与谋划,赵匡胤登基，封苗顺为护国军师、高怀德为尚方剑，郑恩提议出赦条安民。韩龙与韩素梅商议进妃，前往汴梁。,发展,2,赵匡胤；苗顺；高怀德；郑恩；韩龙；韩素梅,登基封赏；权力巩固；权谋,推进,韩龙兄妹决定进妃，为后续冲突埋下伏笔,苗顺；郑恩；赵匡胤；苗顺、高怀德；高怀德；韩龙；韩素梅,29,23,6,5.75,1.5,7.25,0,0,
pdf_01000000__01003011___a844c57d4e,斩黄袍,01000000,1000000,《戏考》,《戏考》（1000000）,01003011,斩黄袍,pdf_01000000__01003011___a844c57d4e__scene__005,5,【第六场】,89,89,100,金銮殿,早朝时分,赵匡胤登殿，黄门官准备启奏进妃之事,等待与登殿,黄门官在朝房等候，准备启奏河北韩龙进妃之事。赵匡胤登殿，展现帝王威仪，为后续纳妃事件铺垫。,铺垫,1,赵匡胤；黄门官,权力；纳妃,引子,无转折，为后续冲突做铺垫,黄门官；赵匡胤,4,2,0,0.1667,0.0,0.1667,2,0,
pdf_01000000__01003011___a844c57d4e,斩黄袍,01000000,1000000,《戏考》,《戏考》（1000000）,01003011,斩黄袍,pdf_01000000__01003011___a844c57d4e__scene__006,6,【第七场】,101,101,128,教场,白天,郑恩祭拜枣阳槊,祭拜,郑恩前往教场祭拜自己的兵器枣阳槊，表达对二哥登基的忠诚与自豪，为后续冲突埋下伏笔。,铺垫,1,郑恩,忠义；权力象征,引子,无显著转折，仅为日常仪式性场景,郑恩；四龙套；启三千岁,12,3,0,0.1071,0.0,0.1071,4,5,
pdf_01000000__01003011___a844c57d4e,斩黄袍,01000000,1000000,《戏考》,《戏考》（1000000）,01003011,斩黄袍,pdf_01000000__01003011___a844c57d4e__scene__007,7,【第八场】,129,129,140,金殿,白天,赵匡胤下令斩郑恩，高怀德准备武力阻刑,赵匡胤下令绑斩郑恩,郑恩因韩龙进妃之事与赵匡胤激烈争执，赵匡胤怒而将郑恩绑赴午门斩首。高怀德欲保本，但被韩素梅阻挠，决定武装阻刑。,高潮,5,赵匡胤；郑恩；韩龙；高怀德；韩素梅,忠义；权力与猜忌；家国；亲情,高潮,冲突升级：郑恩被绑赴斩，高怀德决定武装阻刑,郑恩；赵匡胤；众武士；韩龙；苗顺；高怀德；太监；韩素梅,80,70,8,5.8333,0.6667,6.5,1,1,
pdf_01000000__01003011___a844c57d4e,斩黄袍,01000000,1000000,《戏考》,《戏考》（1000000）,01003011,斩黄袍,pdf_01000000__01003011___a844c57d4e__scene__008,8,【第十场】,141,141,148,书房,未明确,郑英独坐书房，表达烦闷情绪,独坐,郑英独坐书房，内心烦闷，为后续剧情发展铺垫情绪基调。,铺垫,1,郑英,烦闷；独处,引子,无显著转折，仅为情绪铺垫,郑英,2,1,0,0.125,0.0,0.125,1,0,
pdf_01000000__01003011___a844c57d4e,斩黄袍,01000000,1000000,《戏考》,《戏考》（1000000）,01003011,斩黄袍,pdf_01000000__01003011___a844c57d4e__scene__009,9,【第十一场】,149,149,156,法场,行刑前,郑恩被斩首，郑英被仙人救走。,行刑,韩龙押郑恩法场问斩，郑英探监欲反被郑恩训斥，黄花真人救走郑英，郑恩被斩。,高潮,5,韩龙；郑恩；郑英；黄花真人,忠义；公案；忠义；使命,高潮,郑英被救走，郑恩被斩，忠臣遇害，冲突达到顶点。,韩龙；郑恩；家院；郑英；众武士；黄花真人；众人；武士,34,24,10,3.0,1.25,4.25,0,0,
pdf_01000000__01003011___a844c57d4e,斩黄袍,01000000,1000000,《戏考》,《戏考》（1000000）,01003011,斩黄袍,pdf_01000000__01003011___a844c57d4e__scene__010,10,【第十二场】,157,157,164,陶三春府中大堂,法场行刑后,陶三春闻讯后集结兵力，决意复仇。,陶三春下令众将披挂，准备攻打金殿。,陶三春得知丈夫郑恩被斩首，儿子失踪，悲痛之下命令众将披挂，准备杀上金殿报仇。,冲突,4,陶三春；家院,复仇；忠义；权力斗争,推进,陶三春从悲痛转为决断，冲突升级为武装反抗。,,3,2,0,0.25,0.0,0.25,1,0,
pdf_01000000__01003011___a844c57d4e,斩黄袍,01000000,1000000,《戏考》,《戏考》（1000000）,01003011,斩黄袍,pdf_01000000__01003011___a844c57d4e__scene__011,11,【第十三场】,165,165,178,中途路,夜晚,郑恩鬼魂向陶三春透露儿子下落，陶三春决心复仇。,陶三春率军前行，遇郑恩鬼魂，得知真相后继续进军。,郑恩鬼魂现身，告知陶三春其子被黄花真人救走，母子将在南唐重逢，陶三春悲痛后决意反上金殿报仇。,发展,4,郑恩；陶三春,复仇；幽冥；亲情；使命,推进,陶三春得知儿子被救，复仇决心更加坚定，冲突升级。,,6,0,1,0.0,0.0714,0.0714,1,4,
pdf_01000000__01003011___a844c57d4e,斩黄袍,01000000,1000000,《戏考》,《戏考》（1000000）,01003011,斩黄袍,pdf_01000000__01003011___a844c57d4e__scene__012,12,【第十四场】,179,179,187,汴梁城下,白天,陶三春兵围皇城，赵匡胤与高怀德城楼应对，最终赵匡胤妥协，答应设坛超度郑子明。,对峙与谈判,陶三春为夫报仇兵围皇城，赵匡胤被迫认错，高怀德从中调解，最终赵匡胤答应为郑子明设坛超度，陶三春收兵。,高潮,5,赵匡胤；陶三春；高怀德,复仇；权力妥协；忠义；忠义,对峙,赵匡胤从强硬到妥协，答应陶三春条件，冲突暂时缓解。,高怀德；赵匡胤；陶三春,50,28,22,3.1111,2.4444,5.5556,0,0,
pdf_01000000__01003012___c2beeb2822,彩楼配,01000000,1000000,《戏考》,《戏考》（1000000）,01003012,彩楼配,pdf_01000000__01003012___c2beeb2822__scene__000,0,序幕/前置内容,1,1,28,,,# 《彩楼配》,命令,# 《彩楼配》,铺垫,0,,亲情；情爱；离散,引子,,,1,0,0,0.0,0.0,0.0,0,1,
pdf_01000000__01003012___c2beeb2822,彩楼配,01000000,1000000,《戏考》,《戏考》（1000000）,01003012,彩楼配,pdf_01000000__01003012___c2beeb2822__scene__001,1,【第一场】,29,29,32,王相府花园门首及花园内,白天，二月二日前,王宝钏花园偶遇薛平贵，告知彩楼招婿之事并赠银米。,王宝钏观察并试探薛平贵，决定告知招婿信息。,王宝钏在花园偶遇乞丐薛平贵，见其相貌不凡，心生怜悯，告知其二月二日彩楼抛球招婿之事，暗示姻缘可能，并赠银米鼓励前往。,铺垫,2,王宝钏；薛平贵；丫鬟,使命；阶级与身份；情爱,铺垫,王宝钏从怜悯到主动透露婚姻信息，为后续情节埋下伏笔。,王宝钏；薛平贵；丫鬟,32,25,7,6.25,1.75,8.0,0,0,
pdf_01000000__01003012___c2beeb2822,彩楼配,01000000,1000000,《戏考》,《戏考》（1000000）,01003012,彩楼配,pdf_01000000__01003012___c2beeb2822__scene__002,2,【第二场】,33,33,36,王相府门前,二月二日,门官阻拦薛平贵和游人丁进入彩楼招婿现场,阻拦与反抗,众人前往王相府观看抛球招婿，门官阻拦年老的游人丁和花郎薛平贵进入，薛平贵坚持要进，门官驱赶，月老出现。,铺垫,2,薛平贵；门官；游人丁；月老,阶级差异；情爱；世俗偏见,铺垫,薛平贵被门官驱赶，月老登场，预示后续姻缘安排,游人甲；游人乙；游人丙；游人丁；四游人；门官；薛平贵；月老,42,36,6,9.0,1.5,10.5,0,0,
pdf_01000000__01003012___c2beeb2822,彩楼配,01000000,1000000,《戏考》,《戏考》（1000000）,01003012,彩楼配,pdf_01000000__01003012___c2beeb2822__scene__003,3,【第三场】,37,37,46,彩楼,白天,王宝钏抛彩球，月老暗中相助使彩球打中薛平贵。,抛球,王宝钏登彩楼抛球选婿，未见薛平贵心生犹豫，最终在月老协助下将彩球打中薛平贵。,发展,3,王宝钏；月老,情爱；女性自主；使命,推进,王宝钏从犹豫到决断抛球，月老介入促成关键转折。,四游人；王宝钏；月老,11,2,7,0.2,0.7,0.9,2,0,
pdf_01000000__01003012___c2beeb2822,彩楼配,01000000,1000000,《戏考》,《戏考》（1000000）,01003012,彩楼配,pdf_01000000__01003012___c2beeb2822__scene__004,4,【第四场】,47,47,63,街头,白天,游人寻找某物未果，薛平贵持有该物并拒绝出售。,寻找与拒绝交易,四游人寻找某物未果，薛平贵出现并持有该物，游人丁欲以两百钱购买遭拒，众人失望而归。,铺垫,1,薛平贵；游人丁,贫富对比；使命,引子,薛平贵持有众人寻找之物，但拒绝出售，暗示其身份或处境特殊。,游人甲；游人乙；游人丙；游人丁；薛平贵；四游人,16,12,0,0.7059,0.0,0.7059,4,0,
pdf_01000000__01003013___b0b83bb111,滑油山,01000000,1000000,《戏考》,《戏考》（1000000）,01003013,滑油山,pdf_01000000__01003013___b0b83bb111__scene__000,0,序幕/前置内容,1,1,1,,,# 《滑油山》,命令,# 《滑油山》,铺垫,0,,亲情；喜剧,引子,,,1,0,0,0.0,0.0,0.0,0,1,
pdf_01000000__01003014___643f99bd25,富春楼,01000000,1000000,《戏考》,《戏考》（1000000）,01003014,富春楼,pdf_01000000__01003014___643f99bd25__scene__000,0,序幕/前置内容,1,1,1,,,# 《富春楼》 （一名：《缝搭膊》）,命令,# 《富春楼》 （一名：《缝搭膊》）,铺垫,0,,战争；家国；亲情；情爱；离散,引子,,,1,0,0,0.0,0.0,0.0,0,1,
pdf_01000000__01003015___7938d34c45,阴阳河,01000000,1000000,《戏考》,《戏考》（1000000）,01003015,阴阳河,pdf_01000000__01003015___7938d34c45__scene__000,0,序幕/前置内容,1,1,22,地府,,# 《阴阳河》；# （一名：《赏中秋》；一名：《地府寻妻》；一名：《西川奇闻》）,命令,# 《阴阳河》；# （一名：《赏中秋》；一名：《地府寻妻》；一名：《西川奇闻》）,铺垫,0,,亲情；公案,引子,,,2,0,0,0.0,0.0,0.0,0,2,
pdf_01000000__01003015___7938d34c45,阴阳河,01000000,1000000,《戏考》,《戏考》（1000000）,01003015,阴阳河,pdf_01000000__01003015___7938d34c45__scene__001,1,【第一场】,23,23,28,客店及阴阳界大街,白天,张茂深住店后外出游玩，在阴阳界遇见亡妻李桂莲鬼魂。,张茂深外出游玩并发现李桂莲,张茂深住店，店家告知阴阳界乡风；张茂深外出游玩，在阴阳界偶遇已故妻子李桂莲的鬼魂，二人惊疑相认。,铺垫,3,张茂深；店家；李桂莲,幽冥；阴阳两隔；乡风禁忌,铺垫,张茂深在阴阳界偶遇亡妻李桂莲，发现其鬼魂身份，为后续人鬼重逢埋下伏笔。,张茂深；店家；李桂莲；张茂深、李桂莲,38,32,5,5.3333,0.8333,6.1667,1,0,
pdf_01000000__01003015___7938d34c45,阴阳河,01000000,1000000,《戏考》,《戏考》（1000000）,01003015,阴阳河,pdf_01000000__01003015___7938d34c45__scene__002,2,【第三场】,29,29,80,阴阳界,阴间时间,张茂深与李桂莲重逢，倪木发现并带张茂深返回阳间,倪木带张茂深返回阳间,张茂深在阴阳界偶遇亡妻李桂莲，鬼头倪木归来发现张茂深，假意款待后带其返回阳间，嘱托保全李桂莲尸身以待百日还阳。,发展,3,张茂深；李桂莲；倪木,阴阳相隔；亲情；权谋；还阳重生,推进,倪木决定带张茂深回阳间，并嘱托保全李桂莲尸身，为后续还阳埋下伏笔,张茂深；李桂莲；倪木,59,47,3,0.9038,0.0577,0.9615,8,1,
pdf_01000000__01003016___702c945adb,打花鼓,01000000,1000000,《戏考》,《戏考》（1000000）,01003016,打花鼓,pdf_01000000__01003016___702c945adb__scene__000,0,序幕/前置内容,1,1,1,,,# 《打花鼓》,命令,# 《打花鼓》,铺垫,0,,家国；亲情；喜剧；离散,引子,,,1,0,0,0.0,0.0,0.0,0,1,
pdf_01000000__01003017___51aaa5bf95,独木关,01000000,1000000,《戏考》,《戏考》（1000000）,01003017,独木关,pdf_01000000__01003017___51aaa5bf95__scene__000,0,序幕/前置内容,1,1,22,,,# 《独木关》；# （一名：《枪挑安殿宝》）,命令,# 《独木关》；# （一名：《枪挑安殿宝》）,铺垫,0,,战争；亲情；公案,引子,,,2,0,0,0.0,0.0,0.0,0,2,
pdf_01000000__01003017___51aaa5bf95,独木关,01000000,1000000,《戏考》,《戏考》（1000000）,01003017,独木关,pdf_01000000__01003017___51aaa5bf95__scene__001,1,【第一场】,23,23,88,月字营,白天,张士贵过营探病薛礼,探病,张士贵因中军被伙头军殴打，前往月字营探病薛礼，薛礼抱病相见，张士贵假意慰问。,发展,3,张士贵；薛礼；周青；中军,将帅矛盾；权谋；英雄困境,推进,张士贵以探病为名，试图缓和与伙头军的矛盾，但双方关系仍紧张。,张士贵；中军；四龙套；众伙头军；周青；薛礼,31,22,0,0.3333,0.0,0.3333,4,5,
pdf_01000000__01003017___51aaa5bf95,独木关,01000000,1000000,《戏考》,《戏考》（1000000）,01003017,独木关,pdf_01000000__01003017___51aaa5bf95__scene__002,2,【第二场】,89,89,92,战场,无,双方军队开打后迅速退场,开打,四龙套与蓝天弼、周青同上，双方开打，随即同下，为后续战斗铺垫。,铺垫,1,蓝天弼；周青,战争；冲突,引子,无转折，仅为战斗序幕,,1,0,0,0.0,0.0,0.0,1,0,
pdf_01000000__01003017___51aaa5bf95,独木关,01000000,1000000,《戏考》,《戏考》（1000000）,01003017,独木关,pdf_01000000__01003017___51aaa5bf95__scene__003,3,【第三场】,93,93,100,独木关军营,白天,薛礼得知安殿宝威胁，决定抱病出战,决意出战,薛礼病中听闻周青等不敌辽将安殿宝，不顾劝阻决意带病出战。,发展,3,薛礼；二老军,忠义；悲情；使命,推进,薛礼从病弱状态转为主动请战，冲突升级,薛礼；二老军,12,11,0,1.375,0.0,1.375,1,0,
pdf_01000000__01003017___51aaa5bf95,独木关,01000000,1000000,《戏考》,《戏考》（1000000）,01003017,独木关,pdf_01000000__01003017___51aaa5bf95__scene__004,4,【第四场】,101,101,110,安殿宝营帐,无明确时间,何宗宪与张志龙被俘，安殿宝审问并下令暂押，准备擒拿薛礼后开刀。,审问与下令,何宗宪与张志龙被安殿宝俘虏，何宗宪假充薛礼被识破，安殿宝下令将二人绑缚，待擒薛礼后一同处斩。,冲突,4,何宗宪；安殿宝；张志龙,忠义；身份伪装；悲情,推进,何宗宪假充薛礼被识破，冲突升级，安殿宝决定等待薛礼一并处决。,张志龙；何宗宪；安殿宝,16,12,2,1.2,0.2,1.4,2,0,
pdf_01000000__01003017___51aaa5bf95,独木关,01000000,1000000,《戏考》,《戏考》（1000000）,01003017,独木关,pdf_01000000__01003017___51aaa5bf95__scene__005,5,【第五场】,111,111,114,战场,无明确时间,周青与安殿宝两军会阵开打,开打,周青与伙头军对阵安殿宝及龙套，双方交战开打，战斗场面激烈，冲突直接爆发。,冲突,4,周青；安殿宝,战争；对抗,推进,无转折，直接进入战斗冲突,,1,0,0,0.0,0.0,0.0,1,0,
pdf_01000000__01003017___51aaa5bf95,独木关,01000000,1000000,《戏考》,《戏考》（1000000）,01003017,独木关,pdf_01000000__01003017___51aaa5bf95__scene__006,6,【第六场】,115,115,140,独木关营帐外,未明确,薛礼带病上马，誓言杀敌，二老军劝阻无效。,薛礼强撑病体上马出征,薛礼身患重病，眼昏不明，但依然强撑上马，誓言不杀安殿宝不回还，二老军劝阻不及。,发展,4,薛礼；二老军,英雄气概；悲情；忠义,推进,薛礼在病重中做出决断，不顾劝阻执意出战，冲突升级。,薛礼；二老军,12,6,0,0.2308,0.0,0.2308,4,2,
pdf_01000000__01003017___51aaa5bf95,独木关,01000000,1000000,《戏考》,《戏考》（1000000）,01003017,独木关,pdf_01000000__01003017___51aaa5bf95__scene__007,7,【第七场】,141,141,148,战场,交战时刻,安殿宝与薛礼开打,武打,安殿宝击败周青后，与薛礼展开激烈交锋，双方武打后同下，冲突升级。,冲突,4,安殿宝；薛礼,武打；对抗,推进,薛礼登场与安殿宝直接对抗，冲突从单方面压制转为势均力敌。,安殿宝,3,1,0,0.125,0.0,0.125,2,0,
pdf_01000000__01003017___51aaa5bf95,独木关,01000000,1000000,《戏考》,《戏考》（1000000）,01003017,独木关,pdf_01000000__01003017___51aaa5bf95__scene__008,8,【第八场】,149,149,176,独木关外高坡,战斗结束后,薛礼枪挑安殿宝，被唤醒后确认胜利，拜谢神灵并请总爷进关。,唤醒与确认,薛礼枪挑安殿宝后昏迷，被众伙头军唤醒，得知胜利后望空拜谢神灵，随后请总爷张士贵进关。,高潮,3,薛礼；众伙头军；周青,英雄气概；神灵庇佑；胜利与收束,收束,战斗结束，薛礼从昏迷中醒来确认胜利，冲突收束。,周青；众伙头军；薛礼,13,9,0,0.3214,0.0,0.3214,4,0,
pdf_01000000__01003017___51aaa5bf95,独木关,01000000,1000000,《戏考》,《戏考》（1000000）,01003017,独木关,pdf_01000000__01003017___51aaa5bf95__scene__009,9,【第九场】,177,177,203,独木关,战后,张士贵冒领薛礼功劳，决定将功记在张志龙、何宗宪名下。,冒功,薛礼向张士贵汇报枪挑安殿宝、夺得独木关之功，张士贵轻描淡写，反将功劳归于自己儿子和何宗宪，并设宴庆功。,冲突,3,薛礼；张士贵；何宗宪,冒功；不公；隐忍,推进,张士贵公然决定冒功，加剧了与薛礼的潜在冲突。,薛礼；张士贵；何宗宪,13,6,0,0.2222,0.0,0.2222,6,1,
pdf_01000000__01003018___b62f621a21,丑表功,01000000,1000000,《戏考》,《戏考》（1000000）,01003018,丑表功,pdf_01000000__01003018___b62f621a21__scene__000,0,序幕/前置内容,1,1,1,,,# 《丑表功》,命令,# 《丑表功》,铺垫,0,,亲情；喜剧；情爱,引子,,,1,0,0,0.0,0.0,0.0,0,1,
pdf_01000000__01004001___ad83d28842,逍遥津,01000000,1000000,《戏考》,《戏考》（1000000）,01004001,逍遥津,pdf_01000000__01004001___ad83d28842__scene__000,0,序幕/前置内容,1,1,48,,,# 《逍遥津》 （一名：《搜诏逼宫》）,命令,# 《逍遥津》 （一名：《搜诏逼宫》）,铺垫,0,,忠义；权谋；战争；家国；亲情；公案；情爱；离散,引子,,,1,0,0,0.0,0.0,0.0,0,1,
pdf_01000000__01004001___ad83d28842,逍遥津,01000000,1000000,《戏考》,《戏考》（1000000）,01004001,逍遥津,pdf_01000000__01004001___ad83d28842__scene__001,1,【第一场】,49,49,68,未明确,未明确,张辽表达对汉献帝的不满，并计划召集文武大臣商议废立之事。,张辽自述志向并下令召集众官,张辽自述心怀不满，因献帝懦弱而欲推倒龙床，扶保曹操登基，并召集文武两班商议。,铺垫,3,张辽,忠义；权力野心；家国,引子,张辽明确表达反汉拥曹的意图，为后续冲突埋下伏笔。,张辽；二旗牌,10,2,0,0.1,0.0,0.1,4,4,
pdf_01000000__01004001___ad83d28842,逍遥津,01000000,1000000,《戏考》,《戏考》（1000000）,01004001,逍遥津,pdf_01000000__01004001___ad83d28842__scene__002,2,【第二场】,69,69,74,张辽府中,清晨,张辽提议废帝立曹，荀攸反对而亡，曹操表面拒绝并安排吏部职位，最后提及两处烟尘。,商议废立,张辽召集众臣商议推倒汉献帝，扶保曹操登基，荀攸反对后气死，曹操假意斥责并安排后事，提及东吴西蜀未平。,冲突,4,张辽；荀攸；曹操；华歆；贾诩；曹植,权谋；篡位；忠义；虚伪,推进,荀攸反对并气死，曹操假意斥责但实际默许，转折点在于曹操的虚伪表态与后续安排。,夏侯渊、司马懿、华歆、贾诩、郄虑、王粲、曹植、文聘；夏侯渊；司马懿；华歆；贾诩；郄虑；王粲；曹植；文聘；夏侯渊、司马懿、华懿、贾诩、郄虑、王粲、曹植、文聘；张辽；院子；荀攸；曹操；华歆、贾诩、郄虑、王粲、曹植、文聘；张辽、夏侯渊、司马懿、华歆、贾诩、郄虑、王粲、曹植、文聘,52,52,0,8.6667,0.0,8.6667,0,0,
pdf_01000000__01004001___ad83d28842,逍遥津,01000000,1000000,《戏考》,《戏考》（1000000）,01004001,逍遥津,pdf_01000000__01004001___ad83d28842__scene__003,3,【第三场】,75,75,80,许昌朝堂,汉献帝在位时期,曹操上殿奏报两处外患，暗示朝中隐患,奏报,汉献帝在朝堂上称赞曹操忠心，曹操却指出东吴孙权与西蜀刘备为后患，暗示朝中危机。,铺垫,2,汉献帝；曹操,家国；权力博弈；悲情,铺垫,无重大转折，但为后续冲突埋下伏笔,汉献帝；曹操；张辽、夏侯渊、司马懿、华歆、贾诩、郄虑、王粲、曹植、文聘、曹操,10,10,0,1.6667,0.0,1.6667,0,0,
pdf_01000000__01004001___ad83d28842,逍遥津,01000000,1000000,《戏考》,《戏考》（1000000）,01004001,逍遥津,pdf_01000000__01004001___ad83d28842__scene__004,4,【第四场】,81,81,98,宫廷内,夜晚,汉献帝与伏后商议并写下血诏，命穆顺出宫搬请诸侯讨伐曹操。,写血诏、托付使命,汉献帝回宫向伏后诉说曹操带剑上殿欲行刺，伏后建议写血诏搬兵，穆顺领命出宫送血诏，君臣悲泣告别。,发展,4,汉献帝；伏后；穆顺,忠义；忠义；悲情,推进,汉献帝决定写血诏并派穆顺出宫搬兵，冲突从宫内对峙转向外部求援。,伏后；汉献帝；穆顺,21,17,1,0.9444,0.0556,1.0,3,0,
pdf_01000000__01004001___ad83d28842,逍遥津,01000000,1000000,《戏考》,《戏考》（1000000）,01004001,逍遥津,pdf_01000000__01004001___ad83d28842__scene__005,5,【第五场】,99,99,112,相府门前,未明确,穆顺至相府询问，与院子简短交流后离开。,探访与回避,穆顺前往相府探访，与院子短暂对话后，与伏完分别下场，为后续剧情埋下伏笔。,铺垫,1,穆顺；院子,权谋；试探,过渡,无显著转折，仅为场景转换。,穆顺；院子,5,2,0,0.1429,0.0,0.1429,3,0,
pdf_01000000__01004001___ad83d28842,逍遥津,01000000,1000000,《戏考》,《戏考》（1000000）,01004001,逍遥津,pdf_01000000__01004001___ad83d28842__scene__006,6,【第六场】,113,113,134,御街,夜晚,夏侯渊发现穆顺行踪可疑，决定向曹操报告。,巡查与发现,夏侯渊奉曹操之命巡查御街，发现穆顺深夜出宫前往伏相府，怀疑有奸诈，决定报与曹操。,发展,3,夏侯渊；穆顺,忠义；权力斗争；权谋,推进,夏侯渊发现穆顺异常行踪，引发对伏相府的怀疑，推动后续冲突。,夏侯渊；四大铠,10,6,0,0.2727,0.0,0.2727,3,1,
